area code,2022/1/2,2022/1/9,2022/1/16,2022/1/23,2022/1/30,2022/2/6,2022/2/13,2022/2/20,2022/2/27,2022/3/6,2022/3/13,2022/3/20,2022/3/27,2022/4/3,2022/4/10,2022/4/17,2022/4/24,2022/5/1
E02000331,188,146,64,80,70,57,45,31,19,35,49,35,56,43,26,19,16,11
E02000332,170,108,58,57,55,34,33,30,19,31,40,43,36,28,19,17,12,9
E02000333,134,78,42,48,47,48,35,32,18,36,55,63,55,36,29,13,7,8
E02000334,127,79,66,76,52,58,28,26,16,28,29,52,42,40,15,17,17,8
E02000335,164,93,42,47,48,41,28,35,16,27,64,53,89,33,27,14,10,3
E02000337,245,136,64,87,59,51,35,36,17,12,44,54,49,34,22,13,13,5
E02000339,110,87,53,52,52,59,27,23,15,31,47,70,63,40,23,13,13,13
E02000340,120,95,64,57,64,39,28,35,24,24,50,49,68,29,30,20,12,8
E02000341,174,143,73,70,79,48,28,28,9,27,31,45,50,31,27,9,9,6
E02000342,170,106,58,57,46,46,31,20,14,23,32,47,64,27,29,12,10,0
E02000343,167,112,61,60,67,53,26,16,13,27,45,54,42,39,18,18,12,6
E02000344,166,81,51,55,50,48,29,17,16,22,25,55,53,49,14,8,15,20
E02000345,119,161,176,96,85,37,29,12,9,7,13,12,21,10,5,0,7,3
E02000346,153,170,92,70,75,56,43,27,27,36,56,53,51,51,20,20,17,8
E02000347,126,122,121,83,66,27,33,18,14,20,24,23,26,25,8,10,22,6
E02000348,145,123,153,83,50,40,14,18,8,6,14,23,20,18,5,9,4,6
E02000350,189,144,114,60,66,63,47,40,37,29,63,67,59,37,19,14,10,9
E02000351,184,176,101,75,108,65,79,72,49,56,64,90,80,63,31,25,19,10
E02000352,107,89,73,76,51,47,33,30,21,31,41,45,47,33,21,11,5,6
E02000353,135,111,50,56,66,51,41,46,35,60,58,78,64,45,23,15,9,15
E02000354,196,151,68,68,78,57,52,48,29,43,42,61,34,51,23,18,12,3
E02000355,157,146,67,76,71,65,52,39,33,35,53,48,57,38,24,11,5,5
E02000356,122,116,62,58,63,63,48,44,41,63,75,74,52,43,32,9,8,15
E02000357,110,105,42,31,57,28,28,9,11,16,30,24,28,19,11,10,7,0
E02000358,220,166,99,77,86,89,64,72,45,45,69,94,86,55,47,15,16,5
E02000359,109,130,65,76,79,48,30,31,32,39,33,39,41,32,25,14,8,7
E02000360,240,197,87,74,78,76,55,39,33,36,56,70,56,44,18,24,15,14
E02000361,165,129,50,74,66,66,54,37,38,44,39,60,55,49,24,17,14,8
E02000362,152,124,47,55,35,51,39,26,27,26,36,40,51,32,18,16,8,0
E02000363,233,197,83,83,83,56,45,26,42,31,52,72,86,34,25,18,13,15
E02000364,144,152,89,83,61,68,66,43,34,43,66,63,68,41,33,17,13,7
E02000365,240,227,128,97,140,100,91,92,56,56,89,149,106,81,44,28,17,11
E02000366,194,138,74,54,48,37,65,35,31,30,32,58,49,36,20,16,12,5
E02000367,176,175,107,77,93,92,83,32,50,62,75,68,92,77,53,25,16,9
E02000368,196,148,73,77,52,65,47,38,25,43,56,52,47,45,24,17,19,8
E02000369,242,196,108,114,104,111,70,63,39,72,78,86,86,97,28,22,26,8
E02000370,173,181,86,82,90,63,61,47,30,44,59,54,64,39,28,20,26,16
E02000371,258,244,141,88,112,97,98,64,69,87,92,122,112,92,53,25,35,15
E02000372,266,210,132,111,85,73,56,45,26,54,53,69,74,75,41,23,28,12
E02000373,148,142,67,48,40,45,33,15,21,10,18,27,28,16,14,6,6,7
E02000374,145,97,79,80,71,51,41,27,20,28,45,41,44,33,27,15,16,13
E02000375,157,119,63,75,54,56,43,31,15,32,52,41,46,52,23,20,15,9
E02000376,117,106,70,77,54,60,35,29,30,40,39,66,53,33,17,11,3,7
E02000377,149,133,78,67,70,50,77,32,29,39,50,46,69,49,19,11,13,8
E02000378,129,129,63,64,66,57,37,27,22,55,64,50,37,34,20,18,17,12
E02000379,148,117,80,103,92,61,40,26,35,52,60,60,74,46,27,22,11,5
E02000380,87,89,69,73,69,51,45,28,16,23,39,49,41,40,21,18,7,8
E02000381,136,131,89,85,66,60,51,31,37,53,46,54,66,38,32,17,11,6
E02000382,121,95,53,59,65,69,38,28,18,25,45,50,68,56,23,25,7,14
E02000383,163,153,87,72,78,70,61,39,46,65,98,67,59,53,40,23,22,20
E02000384,162,153,92,87,90,53,46,38,31,37,60,48,69,53,30,26,12,8
E02000385,87,88,55,39,50,45,37,28,31,34,53,57,50,44,13,14,7,3
E02000386,160,164,80,55,71,62,46,26,26,28,42,54,53,36,23,20,10,5
E02000387,132,114,59,54,71,41,36,32,34,33,52,47,46,35,16,10,9,0
E02000388,179,145,81,72,77,59,42,41,32,30,66,61,71,61,24,19,8,7
E02000389,142,133,102,98,104,78,61,51,43,43,60,58,70,43,28,21,9,9
E02000390,83,106,77,54,69,49,39,33,16,26,44,39,48,33,21,10,9,3
E02000391,119,133,76,77,68,63,62,28,22,44,37,45,42,40,20,16,14,5
E02000392,133,157,86,80,103,72,48,43,30,41,52,54,73,31,20,17,13,8
E02000393,67,94,50,68,62,60,33,37,23,25,27,50,34,28,12,8,3,6
E02000394,194,147,126,101,70,58,66,43,24,36,39,61,54,44,18,14,16,13
E02000395,119,87,40,46,68,42,43,27,22,25,51,46,34,31,18,9,9,5
E02000396,109,100,76,62,64,63,39,31,32,37,43,52,39,40,14,16,9,5
E02000397,129,137,69,60,74,76,31,11,26,28,40,51,57,45,18,9,7,6
E02000398,127,102,52,22,38,18,17,10,14,12,26,12,18,21,13,7,5,5
E02000400,141,124,68,76,52,70,41,25,25,38,51,61,52,27,25,22,12,0
E02000401,152,121,66,49,42,28,22,12,14,15,23,35,28,14,9,0,8,4
E02000402,145,93,44,50,31,33,9,11,23,17,19,19,24,15,13,11,0,0
E02000403,153,116,54,64,76,59,32,33,33,18,38,40,53,28,24,12,10,6
E02000404,151,108,66,36,50,46,23,18,20,11,28,26,36,27,11,7,5,3
E02000405,121,95,58,65,81,62,49,34,23,25,66,99,67,44,14,13,3,7
E02000406,138,103,49,46,51,45,27,26,30,24,22,46,31,21,14,11,8,4
E02000407,147,114,49,58,68,34,19,34,12,21,20,26,46,17,12,8,8,3
E02000408,196,111,57,57,46,45,29,21,19,13,24,30,32,12,16,7,5,6
E02000409,120,90,47,40,48,32,12,19,22,16,19,18,22,18,22,7,12,0
E02000410,130,90,77,100,98,59,45,26,27,28,43,64,65,39,21,12,6,6
E02000411,188,167,86,62,62,54,38,36,20,20,55,60,49,31,19,10,12,6
E02000412,149,131,66,41,55,35,36,20,14,21,27,29,46,26,17,14,14,0
E02000413,139,146,119,141,117,79,38,36,21,28,56,51,80,59,33,22,8,10
E02000414,153,135,66,52,46,45,31,22,26,18,29,28,36,20,13,9,9,7
E02000415,146,108,76,61,54,55,35,27,23,48,45,40,58,33,20,17,11,3
E02000416,156,129,84,65,86,65,34,38,24,39,48,49,51,55,32,27,14,9
E02000417,123,100,79,93,69,50,49,47,23,26,62,58,56,51,29,15,12,5
E02000418,111,77,62,77,73,52,41,22,24,28,43,66,61,37,25,14,9,12
E02000419,205,149,71,64,61,62,33,34,21,39,46,58,57,46,29,15,14,7
E02000420,179,116,70,39,49,42,27,26,31,40,37,50,37,28,22,12,6,6
E02000421,211,145,75,49,50,44,40,18,21,24,27,31,28,26,13,13,8,4
E02000422,161,122,56,52,43,53,29,27,22,20,35,34,27,40,21,6,3,0
E02000423,117,108,65,55,51,46,41,44,27,34,38,49,57,38,25,14,3,9
E02000424,141,108,64,68,57,50,40,33,30,52,72,57,55,42,30,12,9,9
E02000425,110,102,196,106,62,24,22,9,14,0,10,13,18,8,5,3,0,0
E02000426,109,97,73,58,76,56,37,41,24,28,44,62,62,45,28,21,11,6
E02000427,141,126,62,64,67,42,44,27,29,42,58,57,66,31,18,18,16,5
E02000428,173,126,80,61,48,34,34,30,19,17,36,38,35,29,22,7,10,8
E02000429,128,91,59,48,65,48,37,39,42,35,49,83,61,42,29,18,12,15
E02000430,116,65,63,64,76,60,41,50,32,44,62,65,83,57,36,21,15,10
E02000431,118,60,54,59,75,61,42,32,30,27,61,82,70,44,28,26,15,6
E02000432,103,95,42,46,65,73,42,35,24,44,49,54,48,43,23,12,10,6
E02000433,151,166,79,78,81,79,43,40,29,33,56,66,82,38,22,21,12,9
E02000434,204,170,100,119,109,77,61,44,36,30,61,63,80,70,40,24,14,10
E02000435,130,131,76,79,69,67,55,24,31,32,47,52,46,50,26,27,13,8
E02000436,90,86,56,60,58,44,39,31,21,24,41,59,42,33,35,15,13,0
E02000437,180,153,106,113,92,98,58,24,29,28,48,51,51,41,26,16,11,4
E02000438,156,173,95,103,115,63,39,42,14,48,61,67,57,52,23,19,15,11
E02000439,174,170,118,102,65,78,49,23,29,31,29,30,42,37,18,17,23,9
E02000440,200,169,118,125,113,95,45,44,29,27,62,55,78,59,27,22,10,8
E02000441,133,109,61,83,67,53,54,32,29,45,50,55,65,43,25,14,12,11
E02000442,178,176,117,104,65,74,48,25,16,19,30,42,41,29,20,15,5,5
E02000443,179,217,105,133,110,84,43,26,16,33,41,63,53,35,20,16,12,5
E02000444,173,130,115,101,93,61,43,20,27,18,41,43,40,31,18,16,9,8
E02000445,238,202,143,129,113,84,62,37,20,27,36,68,59,55,24,19,13,11
E02000447,153,128,87,111,98,69,34,30,28,30,46,52,70,31,26,15,17,9
E02000448,122,102,60,90,94,73,46,24,29,40,62,50,60,53,25,16,12,0
E02000449,183,146,109,64,91,71,33,34,18,27,25,27,36,20,17,9,13,15
E02000451,152,114,51,74,95,59,43,28,22,44,51,51,68,45,23,13,12,9
E02000452,210,230,124,118,91,88,47,42,24,30,54,67,54,36,31,12,11,7
E02000453,145,150,95,112,91,66,55,37,28,18,51,62,57,47,22,19,13,6
E02000454,118,117,76,81,101,64,66,48,21,27,41,56,70,48,28,15,11,8
E02000455,245,210,157,193,146,88,53,42,34,45,76,89,80,57,51,21,23,13
E02000456,174,147,108,87,88,58,25,27,24,21,33,56,53,53,30,21,12,10
E02000457,130,139,83,112,116,48,46,36,25,29,35,60,54,25,32,18,9,9
E02000459,201,172,115,153,110,62,31,24,20,35,55,60,56,44,33,6,15,12
E02000460,174,144,75,86,82,76,47,28,23,17,33,43,24,29,12,7,10,14
E02000461,103,90,75,78,69,56,46,32,23,29,24,47,43,28,27,6,0,3
E02000462,139,138,68,103,90,43,34,30,18,29,33,46,41,27,16,12,9,10
E02000463,180,161,116,88,76,75,45,30,20,20,36,37,49,39,17,12,12,6
E02000464,181,115,81,78,58,57,22,23,14,24,34,32,34,39,18,14,12,8
E02000465,248,124,97,117,89,68,41,22,23,28,38,59,36,38,35,19,14,10
E02000466,231,167,82,64,64,55,34,40,28,29,44,61,65,46,23,17,7,3
E02000467,309,194,111,167,97,57,37,21,23,19,46,48,57,30,27,15,12,6
E02000468,213,166,101,79,79,50,32,19,14,18,32,51,49,34,19,9,14,3
E02000469,200,124,77,75,61,37,24,26,6,12,29,34,52,28,20,23,6,3
E02000470,218,136,79,91,87,61,38,31,32,27,48,65,75,71,40,23,15,17
E02000471,184,115,65,70,59,18,21,22,18,42,47,59,43,40,29,16,12,7
E02000472,265,149,85,80,77,47,28,38,22,38,56,65,52,43,25,20,15,10
E02000473,216,175,72,77,70,62,38,37,27,59,74,79,81,45,29,23,19,11
E02000474,254,152,88,110,84,46,30,34,19,14,37,56,59,40,28,16,12,8
E02000475,184,140,90,94,54,54,46,36,20,33,67,65,73,58,33,7,23,10
E02000476,251,207,123,90,77,53,34,36,23,23,52,63,65,25,26,17,17,8
E02000477,234,149,95,91,88,48,43,20,20,39,62,65,75,46,27,20,17,12
E02000478,111,80,29,49,42,36,25,13,17,13,38,48,33,19,18,10,17,6
E02000479,259,139,96,94,69,41,41,22,16,41,64,65,56,37,26,16,16,6
E02000480,327,238,136,112,102,71,49,34,39,42,64,68,91,59,30,26,18,15
E02000481,212,144,52,79,63,53,26,31,29,39,56,62,48,38,20,24,13,9
E02000482,149,92,59,54,55,45,31,45,28,28,56,61,35,35,16,15,18,14
E02000483,207,120,62,83,55,34,23,30,16,27,45,59,53,37,30,19,14,11
E02000484,254,163,68,73,73,44,30,28,15,30,33,77,58,39,30,14,13,5
E02000485,187,150,74,90,76,62,36,33,31,36,64,53,59,41,24,16,8,10
E02000486,194,113,70,92,74,52,33,27,14,22,46,60,52,41,21,9,8,11
E02000487,194,108,67,62,76,50,37,29,19,27,63,76,87,52,29,24,14,8
E02000488,187,113,53,67,64,45,30,17,22,31,47,61,79,44,25,18,13,4
E02000489,245,165,76,82,83,48,30,24,26,26,51,70,72,43,36,17,21,7
E02000490,262,153,96,84,55,39,24,27,17,21,59,47,34,38,14,22,8,3
E02000491,274,188,92,107,82,46,31,24,13,36,49,47,70,41,30,14,13,4
E02000492,174,103,69,37,43,36,21,17,7,14,28,31,39,24,14,13,6,3
E02000493,147,110,53,73,65,44,23,22,18,15,20,25,25,31,17,11,12,3
E02000494,121,106,95,74,68,68,56,39,35,33,56,78,78,56,30,32,15,10
E02000495,223,155,73,92,117,81,57,56,32,50,74,69,78,48,38,31,14,13
E02000496,203,164,78,100,92,67,45,24,15,20,40,59,42,38,50,35,15,8
E02000497,162,156,89,117,123,73,57,47,33,49,57,71,68,59,42,21,18,7
E02000498,121,95,71,81,83,58,27,34,22,38,36,47,47,30,32,15,9,8
E02000499,143,135,83,97,91,76,47,44,29,35,39,56,77,49,35,22,14,9
E02000500,167,141,102,88,98,61,55,36,31,46,69,60,73,54,29,24,15,13
E02000501,173,129,90,128,72,78,77,48,28,37,63,55,73,54,50,17,18,17
E02000502,203,148,107,124,125,91,56,55,19,48,46,70,65,52,33,16,19,6
E02000503,173,152,102,159,118,90,58,34,24,38,38,75,53,60,32,16,17,8
E02000504,164,110,62,103,109,90,58,31,36,33,56,81,61,51,25,29,14,9
E02000506,133,139,79,79,102,74,53,24,21,38,48,69,68,76,36,11,6,8
E02000507,166,181,104,105,93,78,42,33,23,36,53,71,70,39,35,13,27,9
E02000508,222,204,144,161,213,148,82,57,49,43,55,78,86,56,42,23,24,16
E02000509,206,145,149,167,96,116,61,32,21,31,36,58,67,55,35,12,28,8
E02000510,189,188,98,134,105,72,39,36,26,29,54,63,68,43,29,18,18,15
E02000511,213,206,167,120,104,70,46,23,18,32,50,45,62,36,33,9,13,4
E02000512,215,152,96,119,98,81,40,16,19,25,45,36,41,42,29,13,13,9
E02000513,183,194,107,111,84,56,37,21,17,22,36,32,30,27,13,18,5,5
E02000514,180,184,144,126,100,61,44,27,21,16,32,37,42,39,18,14,13,6
E02000515,261,263,155,164,151,113,66,55,36,42,88,70,81,70,63,25,37,15
E02000516,168,147,107,109,80,54,34,24,16,20,22,28,23,30,13,11,7,13
E02000517,236,199,111,98,108,78,46,32,18,19,30,39,35,34,23,30,17,9
E02000518,232,180,161,149,118,69,44,22,29,27,36,45,46,51,30,21,10,23
E02000519,223,181,106,89,95,63,53,21,19,24,45,46,32,27,30,13,15,4
E02000520,304,253,177,133,138,105,88,51,13,39,41,49,75,70,40,8,15,26
E02000521,303,290,183,176,171,127,61,48,34,34,51,49,80,49,41,19,21,17
E02000522,211,170,120,140,142,108,46,18,20,29,48,49,65,51,37,21,15,11
E02000523,256,271,154,146,137,67,51,35,29,22,58,45,39,47,13,12,8,7
E02000524,197,250,158,147,104,62,66,27,37,22,72,62,81,38,32,22,12,24
E02000525,226,247,182,136,111,81,35,31,15,25,22,39,37,40,24,12,11,0
E02000526,138,139,85,98,104,59,55,48,23,40,54,95,68,55,37,26,16,13
E02000528,240,256,190,173,145,85,82,64,31,64,77,109,107,75,57,23,26,17
E02000529,190,208,118,112,89,46,36,36,29,24,18,26,41,26,14,12,9,5
E02000530,194,165,92,92,70,58,28,15,10,10,25,35,22,24,14,11,17,0
E02000531,211,189,132,134,113,98,55,50,47,68,65,80,73,62,47,28,30,18
E02000532,131,135,97,89,98,85,60,47,25,41,65,61,89,60,36,23,12,12
E02000533,122,130,100,86,99,74,60,47,30,37,75,68,77,49,20,21,22,11
E02000534,152,154,86,105,101,57,34,23,24,16,48,70,58,43,26,11,9,12
E02000535,217,235,111,127,99,79,33,27,11,23,30,29,42,33,23,16,7,8
E02000536,199,201,136,130,100,79,36,28,21,26,26,56,40,44,23,14,11,16
E02000537,209,157,123,104,103,60,43,38,23,20,44,38,51,44,25,20,10,7
E02000538,221,247,152,112,101,76,53,28,14,15,23,27,29,31,14,17,10,6
E02000539,274,204,123,183,169,123,55,50,44,39,71,88,95,75,31,40,23,10
E02000540,236,221,145,137,156,100,58,44,27,47,50,50,79,50,39,20,16,11
E02000541,239,290,132,144,106,74,51,26,16,18,34,36,29,36,32,8,9,8
E02000542,308,279,182,152,112,127,51,48,17,23,46,40,55,34,29,17,9,9
E02000543,292,327,194,217,142,86,63,61,32,40,55,61,63,58,51,16,16,14
E02000544,170,136,96,93,124,83,48,26,22,21,56,45,45,41,26,18,10,5
E02000545,171,153,103,115,124,94,36,33,21,37,58,54,70,43,25,23,12,8
E02000546,211,206,148,134,106,69,39,33,23,23,34,35,41,39,28,16,6,5
E02000547,207,196,130,138,117,90,65,48,35,40,39,52,59,48,32,24,16,9
E02000548,207,238,152,155,131,78,47,31,29,50,51,57,63,35,30,12,16,4
E02000549,289,237,185,239,183,124,57,43,21,33,55,76,61,46,24,20,13,17
E02000550,270,231,147,161,159,123,67,34,31,21,50,69,63,48,31,24,13,11
E02000551,218,178,110,113,136,67,43,42,22,29,34,50,50,33,21,25,7,11
E02000552,185,200,92,166,148,98,64,37,21,43,59,50,57,45,36,20,15,6
E02000553,201,130,101,95,72,57,29,22,14,25,42,43,48,27,29,16,17,6
E02000554,200,190,89,87,87,40,54,48,24,43,57,73,68,35,35,20,12,5
E02000555,161,139,74,97,107,80,61,53,34,54,71,63,74,70,21,24,15,5
E02000556,219,177,93,124,96,85,65,66,45,52,98,101,89,66,35,34,17,8
E02000557,169,118,72,83,78,65,42,42,31,45,60,73,70,60,36,24,23,3
E02000558,200,165,83,63,58,62,62,35,23,23,51,56,54,37,24,12,6,4
E02000559,176,174,91,130,103,88,69,42,34,63,79,85,83,50,37,23,12,10
E02000560,141,145,95,74,73,56,48,50,42,41,42,55,74,56,37,13,11,7
E02000561,130,123,71,60,71,59,46,54,40,65,77,77,72,58,32,19,16,7
E02000562,143,123,66,82,73,53,55,43,32,35,51,60,74,50,34,24,10,5
E02000563,177,130,73,81,78,51,41,42,28,50,44,65,69,45,33,29,19,6
E02000564,247,203,120,126,105,103,67,83,54,83,96,99,111,87,44,34,21,14
E02000565,133,116,78,67,74,69,57,41,34,38,67,61,74,32,17,13,12,6
E02000566,158,127,80,50,80,70,46,60,50,53,68,87,84,62,31,32,24,0
E02000567,178,180,92,74,76,80,68,55,42,45,80,84,90,52,44,21,16,10
E02000568,266,193,111,160,90,82,70,60,52,51,66,71,93,78,35,22,18,15
E02000569,192,145,84,84,67,74,76,61,36,41,63,74,109,70,30,16,15,14
E02000570,153,134,84,97,79,66,65,59,43,54,82,87,93,65,38,30,13,19
E02000571,174,131,71,69,63,58,61,41,30,27,58,69,78,52,41,24,18,10
E02000572,128,112,66,80,59,73,50,27,23,34,44,52,41,38,27,19,15,10
E02000573,175,176,98,85,84,73,70,54,42,57,115,86,121,99,48,32,26,10
E02000574,156,163,92,85,74,65,67,55,34,41,78,66,72,57,48,14,18,14
E02000575,200,176,121,123,115,106,99,81,41,56,90,106,91,73,48,32,24,10
E02000576,232,195,132,118,113,107,81,68,50,62,79,98,100,72,40,27,16,17
E02000577,121,116,67,49,60,58,36,28,18,25,27,41,23,27,27,13,12,4
E02000578,126,92,42,39,35,32,29,21,7,10,17,33,20,22,11,7,13,0
E02000579,137,119,65,69,70,68,42,21,28,20,48,63,48,34,24,20,10,3
E02000580,140,133,78,43,59,49,27,16,24,34,42,47,46,46,28,19,9,8
E02000581,109,91,54,50,38,37,24,16,21,15,27,33,32,28,14,10,6,6
E02000582,133,132,61,59,59,58,40,39,28,32,40,50,52,37,23,24,23,12
E02000583,94,86,76,60,61,41,23,33,19,35,46,50,40,24,22,19,10,6
E02000584,91,132,75,93,78,72,44,32,31,37,68,68,70,38,33,12,14,5
E02000585,121,151,85,74,94,51,51,40,28,34,56,75,69,41,23,13,8,6
E02000586,91,130,87,80,79,61,53,27,37,40,70,58,65,41,21,21,22,8
E02000587,114,102,86,84,77,67,45,35,41,33,48,56,62,35,20,23,11,9
E02000588,116,131,85,70,72,68,45,34,27,30,54,49,49,31,8,13,12,6
E02000589,129,158,99,67,63,51,43,47,30,35,60,64,70,57,23,19,13,4
E02000590,92,102,49,38,44,44,34,30,21,25,39,34,44,30,19,10,11,5
E02000591,152,140,55,62,63,69,38,32,38,29,52,60,52,28,27,18,10,9
E02000592,104,133,80,83,68,57,46,39,44,26,47,62,49,41,19,8,15,4
E02000593,110,90,74,62,59,50,49,32,22,34,34,61,39,38,28,15,15,14
E02000594,70,96,59,50,51,46,57,29,29,26,50,38,47,30,20,9,8,4
E02000595,67,72,74,54,66,51,30,29,21,32,37,39,42,34,18,10,10,4
E02000596,119,125,59,71,58,64,30,24,28,30,39,59,53,45,21,22,15,6
E02000597,133,105,59,50,54,42,26,23,14,27,24,41,26,28,14,15,5,6
E02000598,142,101,88,110,115,90,67,30,41,42,66,86,90,29,29,16,5,5
E02000599,138,76,65,70,72,66,39,29,17,30,49,71,74,40,24,13,12,14
E02000600,180,117,106,117,114,107,72,35,35,57,86,74,92,46,26,21,12,16
E02000601,208,207,110,145,147,162,89,64,42,77,132,138,123,83,56,35,19,7
E02000602,171,177,106,129,123,98,81,59,33,54,66,89,75,66,32,14,22,13
E02000603,186,161,94,108,106,100,56,31,27,37,84,96,59,37,36,19,13,9
E02000604,192,152,114,117,137,79,79,61,32,50,97,121,107,79,39,30,26,7
E02000605,178,126,66,127,117,87,49,44,34,46,104,109,98,39,30,19,19,9
E02000606,189,154,93,109,123,110,70,51,41,60,85,114,87,89,36,29,18,12
E02000607,112,110,88,104,105,59,72,55,31,38,46,75,74,34,32,9,11,10
E02000608,117,111,56,64,73,72,47,35,30,43,46,87,66,44,36,11,12,11
E02000609,146,128,70,89,94,66,61,25,33,59,49,61,66,49,27,16,21,5
E02000610,154,103,92,108,89,80,63,36,35,37,83,91,94,63,32,19,16,6
E02000611,133,128,85,107,126,58,49,48,37,40,82,95,66,41,35,27,16,11
E02000612,171,98,59,75,113,77,57,34,31,50,77,90,96,54,39,19,7,20
E02000613,158,111,114,132,129,79,54,46,24,56,83,93,73,48,22,34,15,16
E02000614,231,144,117,153,127,84,55,39,32,47,47,86,76,41,21,24,12,7
E02000615,168,124,74,104,90,67,24,30,23,36,101,68,62,52,28,24,16,13
E02000616,146,94,64,70,75,54,48,30,21,45,63,68,74,41,17,16,14,4
E02000617,225,122,99,90,95,59,47,32,35,68,61,65,88,47,33,27,15,10
E02000619,174,154,94,72,62,54,47,28,24,37,63,59,60,41,32,16,11,10
E02000620,226,166,109,64,84,67,52,51,41,41,67,107,72,48,35,22,14,16
E02000621,281,216,120,94,113,125,65,92,52,49,88,90,141,76,60,36,27,23
E02000622,197,136,76,74,60,65,57,43,23,40,32,60,76,39,33,25,10,10
E02000623,159,136,81,68,47,44,46,35,17,24,41,45,59,28,13,11,15,9
E02000624,189,155,71,61,58,59,52,37,29,44,63,75,80,44,31,12,13,10
E02000625,179,152,78,63,55,53,40,41,28,33,33,61,64,36,19,18,8,11
E02000626,194,144,59,37,42,50,32,27,19,20,27,51,37,27,18,7,4,7
E02000627,208,150,78,78,92,68,46,36,18,49,47,71,70,33,30,20,12,10
E02000628,246,168,74,66,64,64,44,36,24,61,42,72,57,40,31,12,6,9
E02000629,184,139,70,66,66,69,61,46,46,51,60,71,69,56,30,18,12,3
E02000630,115,111,76,55,48,62,42,47,35,49,47,69,56,41,31,24,10,9
E02000631,198,158,77,79,69,84,67,61,30,47,63,92,70,54,25,26,17,9
E02000632,213,163,84,70,67,69,68,57,40,47,78,73,75,45,38,22,11,8
E02000633,165,126,76,47,59,51,53,36,31,22,58,58,44,41,27,6,14,11
E02000634,136,82,59,41,49,47,41,33,26,27,34,42,40,25,15,18,4,5
E02000635,192,158,78,76,70,63,61,55,43,48,60,73,80,43,32,22,10,12
E02000636,124,138,83,58,77,55,55,52,33,55,57,78,59,48,23,8,12,6
E02000637,160,149,68,59,76,62,71,49,39,40,70,87,63,47,29,17,15,19
E02000638,244,184,81,75,71,73,51,37,38,28,57,69,94,53,43,13,22,15
E02000639,205,144,72,58,50,36,39,34,22,33,57,44,37,50,27,13,6,6
E02000640,144,137,86,92,80,94,49,63,40,47,71,100,80,66,25,12,14,11
E02000641,176,149,68,70,62,50,33,28,16,29,35,57,43,54,33,17,9,8
E02000642,170,123,86,122,94,63,54,48,24,64,69,58,73,59,28,18,20,13
E02000643,163,160,78,80,69,82,48,58,38,38,63,71,84,68,30,16,10,9
E02000644,170,130,82,83,73,55,60,40,43,47,55,59,84,42,37,14,11,7
E02000645,197,146,98,89,109,89,62,42,31,57,73,94,91,54,24,17,24,11
E02000646,220,160,81,70,78,62,61,50,46,42,74,56,67,53,32,17,12,9
E02000647,203,135,75,84,65,51,50,37,25,56,55,79,74,52,31,14,24,17
E02000648,201,105,89,79,86,40,28,30,25,26,32,47,66,34,15,5,7,4
E02000649,247,168,90,100,90,76,76,54,40,33,82,78,97,55,44,26,22,14
E02000650,176,137,78,40,67,55,43,36,30,34,46,66,63,42,35,11,12,6
E02000651,222,153,75,73,62,59,49,48,17,20,48,60,73,38,26,21,16,18
E02000652,162,127,76,63,55,25,26,21,15,27,42,36,37,26,22,5,7,4
E02000653,289,218,117,108,80,80,78,68,47,35,59,105,92,53,39,32,23,10
E02000654,212,163,85,64,50,42,44,41,18,19,41,52,55,41,11,12,13,7
E02000655,190,145,56,64,49,47,42,29,34,30,46,56,54,37,23,12,10,15
E02000657,175,141,80,97,68,63,58,46,36,29,55,78,61,52,33,22,10,3
E02000658,153,132,71,65,60,55,62,43,35,32,50,72,63,53,25,23,9,13
E02000659,180,138,63,62,62,59,47,37,25,38,53,89,76,58,25,17,13,13
E02000660,154,118,70,76,74,46,41,53,31,34,73,65,74,47,36,17,20,9
E02000661,115,88,52,67,55,44,40,30,13,28,52,52,61,44,26,14,5,5
E02000662,179,117,63,67,82,58,57,36,25,34,53,73,46,39,13,9,10,11
E02000663,140,127,67,66,42,45,41,29,14,21,51,76,72,44,25,17,15,5
E02000664,301,227,139,99,91,87,67,78,35,45,104,112,94,84,70,43,23,25
E02000665,153,104,78,82,100,54,33,26,17,31,53,58,76,53,31,12,13,6
E02000666,185,134,67,61,66,68,47,37,31,40,61,81,63,38,20,20,12,9
E02000667,145,84,63,45,78,60,45,44,30,40,64,80,61,26,24,16,10,8
E02000668,141,92,77,78,73,65,44,27,24,28,38,60,52,38,28,13,7,9
E02000669,169,84,66,67,61,59,37,31,23,32,49,58,57,46,25,17,14,9
E02000670,122,90,36,47,38,33,13,6,11,25,30,34,38,28,26,18,7,5
E02000671,155,127,81,81,73,74,64,52,45,53,73,68,95,57,32,30,7,6
E02000672,188,150,90,87,66,74,46,42,34,43,53,73,71,33,20,30,14,10
E02000673,179,108,67,100,85,60,54,41,36,39,50,72,75,66,35,25,13,5
E02000674,221,113,79,62,70,60,36,25,16,28,56,78,62,42,23,19,21,8
E02000675,188,116,75,92,79,62,48,28,16,42,77,72,72,49,33,12,8,6
E02000676,155,102,84,120,92,63,42,28,33,29,58,76,60,56,25,18,10,12
E02000677,153,107,58,65,34,40,30,24,17,34,36,56,56,48,25,11,10,13
E02000678,145,79,51,48,52,45,24,14,19,13,21,39,37,26,10,12,4,3
E02000679,176,102,68,74,66,54,39,41,27,31,61,74,59,42,27,21,13,8
